artists,track_name,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
"Doli, matiskater",pretty face,smutny rap,0.83,0.536,8,-9.207,1,0.627,0.139,5.44e-06,0.0842,0.305,162.14,134439,4
"matiskater, GOOEY",DNA,polish trap,0.832,0.454,8,-8.242,1,0.244,0.042,0.0,0.0587,0.327,95.027,157895,4
"matiskater, Young Multi",GASSS (feat. Young Multi),polish trap,0.828,0.653,2,-7.052,1,0.132,0.0226,3.2e-06,0.0867,0.18,87.488,173871,4
matiskater,Babayaga,polish trap,0.867,0.558,7,-10.248,0,0.349,0.0137,0.000234,0.0872,0.454,87.195,121847,4
shymczyk,lewy pas,,0.807,0.773,7,-5.152,0,0.128,0.167,0.0,0.302,0.652,155.086,157935,4
"WIP Bros, Jacek Stachursky",cholerny hajs,polish viral rap,0.778,0.83,0,-4.963,1,0.154,0.187,0.0,0.266,0.708,106.02,167547,4
"mgng, MASNY BEN",BELWEDER (omamale),polish hip hop,0.804,0.734,6,-7.261,0,0.312,0.0732,0.0,0.389,0.653,128.044,138750,4
"Alan, esceh, Marceli Bober",To mnie jara,polish hip hop,0.817,0.563,11,-8.684,0,0.219,0.23,2.96e-05,0.332,0.169,100.991,174512,4
Sam Smith,Like I Can,pop,0.656,0.627,7,-6.627,0,0.0379,0.343,2.17e-05,0.124,0.481,99.933,167066,4
Doja Cat,Get Into It (Yuh),dance pop,0.912,0.655,8,-6.029,0,0.162,0.315,3.39e-05,0.0894,0.793,91.942,138293,4
Kukon,Miniówa,polish hip hop,0.854,0.554,11,-6.558,1,0.436,0.607,1.19e-05,0.142,0.418,91.012,212040,4
"matiskater, margiela",trapflip,polish trap,0.691,0.411,1,-10.07,1,0.192,0.106,0.0,0.0973,0.188,81.717,172178,4
"matiskater, Smvrf",Zmory,polish trap,0.8,0.844,2,-3.866,1,0.322,0.0472,0.0,0.101,0.673,160.004,138885,4
chillwagon,camper,polish hip hop,0.777,0.601,8,-7.537,1,0.235,0.433,0.0,0.373,0.427,155.177,184258,4
"Gedz, 808Bros, PJ Cake",Nowy Wspaniały Świat,polish hip hop,0.736,0.769,6,-5.361,0,0.0342,0.148,0.000373,0.107,0.468,131.915,210909,4
"Otsochodzi, Nolyrics Beats",Yessirski,polish hip hop,0.9,0.623,6,-7.64,0,0.0987,0.208,0.0,0.0804,0.696,120.02,191967,4
"Aleshen, BAHsick",KICKDOWN,polish hip hop,0.788,0.575,7,-8.53,0,0.472,0.397,0.0,0.36,0.817,74.876,148812,3
"Yung Adisz, vkie, lil wnyk",NOC OCZYSZCZENIA,polish trap,0.696,0.666,1,-9.911,0,0.176,0.00322,0.0,0.249,0.471,160.03,190066,4
"Kizo, Oki",Pogo,polish hip hop,0.746,0.737,8,-4.722,0,0.336,0.119,0.0,0.15,0.609,140.073,173571,4
"Diho, Alberto, Bibič, Josef Bratan",Szyby,polish drill,0.818,0.581,2,-6.593,1,0.199,0.0409,2.36e-05,0.0983,0.5,163.063,159018,4
"esceh, Szpaku",MOËT,polish hip hop,0.61,0.664,1,-5.788,1,0.208,0.206,0.0,0.133,0.351,170.986,221754,4
Kabe,Nike Air Max,polish drill,0.589,0.697,0,-4.931,1,0.463,0.205,0.0,0.158,0.314,139.878,126928,4
"Deadseraph, Mlody Korden",Faraon,,0.774,0.91,8,-4.224,1,0.295,0.171,0.0,0.0656,0.497,125.0,126720,4
Young Kai,Choppa,polish trap,0.952,0.487,2,-7.521,1,0.279,0.244,0.0,0.102,0.23,134.977,122488,4
"Young Kai, Młody Yerba",Jeden Hit,polish trap,0.813,0.906,1,-5.839,0,0.257,0.12,0.0,0.344,0.913,82.475,129081,4
indahouse,jurij,,0.774,0.762,7,-8.424,1,0.244,0.0396,0.0,0.0951,0.721,155.074,171903,4
"Aleshen, GUGU GANG, BAHsick",cienki lód,polish hip hop,0.9,0.244,7,-11.501,1,0.466,0.529,0.0,0.086,0.301,129.878,203048,4
matiskater,STILO,polish trap,0.904,0.418,3,-9.12,1,0.399,0.0447,0.0,0.0932,0.736,95.071,168007,4
"matiskater, Young Multi",NONSTOP (feat. Young Multi),polish trap,0.839,0.637,1,-7.704,1,0.358,0.186,0.0,0.0992,0.851,160.026,208000,4
Doli,kyoto,smutny rap,0.734,0.475,1,-11.521,1,0.0616,0.655,1.24e-05,0.0928,0.151,90.004,141431,4
"OsaKa, Szymi Szyms, FVCKOFF, Meh Indigo",Ajajaj,polish hip hop,0.65,0.837,11,-6.565,1,0.49,0.32,0.0,0.435,0.587,143.935,215163,4
"matiskater, GOOEY",What's Poppin',polish trap,0.844,0.358,1,-9.274,1,0.348,0.11,0.0,0.0975,0.171,95.115,168444,4
"Joda, PSR",Full natural,polish hip hop,0.727,0.842,1,-3.919,1,0.367,0.181,0.0,0.146,0.523,80.124,142457,4
"Szymi Szyms, OsaKa, Chaos Beatz","MUZA, TRIPY, LUŹNE ŻYCIE",polish drill,0.697,0.506,7,-10.229,1,0.451,0.478,0.0,0.116,0.175,165.901,164827,4
White Widow,DRIP,polish hip hop,0.847,0.636,8,-8.659,0,0.261,0.394,0.0,0.116,0.503,102.985,168500,4
"Shellerini, Gibbs, Paluch, Sarius",Restart,polish hip hop,0.744,0.573,7,-8.068,0,0.433,0.361,0.0,0.145,0.398,84.967,275294,4
"Mlody Korden, cygan9",Zawsze Na Plus,polish trap,0.772,0.836,8,-6.061,1,0.243,0.307,2.12e-05,0.0919,0.825,74.953,144438,4
Krzy Krzysztof,RIO,,0.746,0.642,2,-8.208,0,0.0487,0.837,0.0,0.112,0.649,125.033,187977,4
"Siles, Wac Toja",Tańcz,polish hip hop,0.735,0.528,11,-8.475,0,0.326,0.101,0.0,0.103,0.575,149.867,222484,4
XL,Valentino,polish trap,0.739,0.467,9,-12.601,0,0.12,0.0738,0.0,0.101,0.376,75.012,218710,4
"Oliver Olson, Paluch",Vibe,polish alternative rap,0.854,0.704,2,-5.807,1,0.168,0.428,1.44e-06,0.129,0.493,94.012,182000,4
E V,Rany,polish hip hop,0.852,0.459,1,-8.523,0,0.551,0.332,0.0,0.175,0.486,77.544,119733,4
"Siles, Paluch, Oki",Nie Mów,polish hip hop,0.867,0.525,1,-8.656,1,0.316,0.0507,0.0,0.155,0.484,128.135,170625,4
"Ten Preston, Sitek",71,polish hip hop,0.734,0.489,1,-10.497,1,0.344,0.486,1.97e-05,0.0939,0.232,124.997,231411,4
Zeamsone,Palm Angels,polish hip hop,0.865,0.445,0,-9.954,1,0.329,0.261,0.0,0.187,0.796,147.984,174625,4
Cheatz,Brutalny romantyk,polish hip hop,0.886,0.337,6,-13.896,0,0.149,0.202,0.00794,0.211,0.0477,111.954,124374,4
Cheatz,Gość,polish hip hop,0.871,0.387,8,-11.261,1,0.292,0.296,0.0477,0.111,0.0733,135.042,201128,4
"Cheatz, Skinny",Lot,polish hip hop,0.729,0.67,8,-8.353,1,0.229,0.133,0.0,0.311,0.272,93.939,149275,4
Max Korzh,Малый повзрослел,belarusian hip hop,0.66,0.52,4,-7.442,0,0.128,0.115,0.00541,0.12,0.207,139.961,207429,4
XL,123,polish trap,0.694,0.505,9,-12.396,1,0.305,0.113,0.0,0.0874,0.29,175.934,132639,4
"Pusher, Oska030, Newlight$, Aquila777",Rolex,polish drill,0.926,0.493,1,-12.001,0,0.436,0.606,1.13e-06,0.066,0.915,111.986,198218,5
Blaga,Moi znajomi to dziwacy,klubowe,0.749,0.766,11,-7.524,0,0.388,0.0241,9.83e-05,0.746,0.774,150.294,179233,4
"Kabe, Ghetto Cognac",Każdy Dzień,polish drill,0.696,0.802,3,-6.665,0,0.0699,0.388,0.0,0.111,0.69,109.338,180000,5
"Mr. Polska, Malik Montana, Abel de Jong",Kota,polish hip hop,0.863,0.685,10,-7.566,0,0.171,0.407,9.95e-05,0.36,0.546,126.014,209240,4
NotSoTam,Pedro x DJGar Pato Shrek,,0.794,0.614,8,-9.37,1,0.391,0.148,0.0,0.0817,0.903,154.974,183008,4
NotSoTam,DJGar x Pedro WUHAN,,0.751,0.858,0,-7.18,1,0.158,0.102,0.0,0.114,0.75,158.2,179644,4
Cheatz,Wejdźmy na dach,polish hip hop,0.699,0.622,8,-8.656,1,0.156,0.0274,0.0,0.145,0.38,175.507,153762,4
Floral Bugs,H3NT4I,polish hip hop,0.865,0.55,10,-10.174,0,0.399,0.202,0.0,0.0831,0.791,156.017,148839,4
Bad Bunny,Yonaguni,reggaeton,0.644,0.648,1,-4.601,1,0.118,0.276,0.0,0.135,0.44,179.951,206710,4
"Onar, Kabe, Kizo","Kortyzol (prod. SecretRank, Szwed SWD)",polish hip hop,0.683,0.529,8,-9.221,1,0.0877,0.09,0.0,0.124,0.435,104.985,202391,4
MBrother,Trebles,klubowe,0.892,0.437,8,-11.509,1,0.146,0.000121,0.0286,0.224,0.782,135.978,206093,4
DNF,Sick,klubowe,0.788,0.883,11,-4.305,0,0.0385,0.00855,0.0278,0.0776,0.453,128.019,232500,4
"Miyagi & Andy Panda, TumaniYO",Brooklyn,russian hip hop,0.765,0.775,10,-6.05,1,0.388,0.456,0.0,0.076,0.7,89.231,193148,4
"Avi, Louis Villain",Michelangelo,polish hip hop,0.485,0.616,8,-8.117,1,0.274,0.228,0.0,0.208,0.551,120.655,175720,5
"Ray Dalton, Malik Montana",In My Bones - Malik Montana Remix,pop dance,0.578,0.61,5,-6.531,0,0.075,0.476,0.0,0.184,0.561,97.006,172246,4
Alberto,STRZAŁ,polish hip hop,0.773,0.693,10,-7.248,0,0.434,0.0483,0.0,0.0836,0.611,143.137,154825,4
"Skrillex, Noisia, josh pan, Dylan Brady","Supersonic (My Existence) [with Noisia, josh pan & Dylan Brady]",brostep,0.487,0.669,9,-6.473,1,0.232,0.0145,0.00349,0.102,0.0573,172.026,167253,3
Dotan,Mercy,folk-pop,0.528,0.589,4,-7.564,0,0.0421,0.33,0.465,0.104,0.283,155.98,187060,4
BeCeKa,WTF,,0.754,0.757,7,-7.139,1,0.366,0.117,0.0,0.114,0.413,89.955,165340,4
"Aleshen, GUGU GANG, BAHsick",Deadline,polish hip hop,0.807,0.668,9,-8.471,1,0.434,0.222,0.0,0.42,0.74,165.085,154182,4
Wac Toja,Pa Pa Pa,polish hip hop,0.751,0.685,1,-4.082,1,0.367,0.0263,0.0,0.118,0.485,165.038,155827,4
"Tymek, Urbanski",Relajate,polish hip hop,0.844,0.632,9,-8.62,1,0.177,0.0131,0.000251,0.0448,0.47,130.081,204167,4
Duncan Laurence,Arcade,dutch pop,0.453,0.35,9,-11.639,0,0.0425,0.827,0.00122,0.144,0.279,72.017,185147,3
Cardi B,Up,pop,0.868,0.795,11,-6.044,1,0.269,0.0012,0.0193,0.0461,0.819,166.0,156945,4
Giveon,Heartbreak Anniversary,r&b,0.449,0.465,0,-8.964,1,0.0791,0.524,1.02e-06,0.303,0.543,89.087,198371,3
"Dua Lipa, DaBaby",Levitating (feat. DaBaby),dance pop,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064,4
"Skrillex, Swae Lee, Siiickbrain",Too Bizarre (with Swae Lee & Siiickbrain),brostep,0.666,0.723,6,-5.104,0,0.0449,0.0151,0.000592,0.057,0.546,159.962,158733,4
"Miszel, Major SPZ, Duke102, D3W",Gry,polish drill,0.664,0.555,7,-8.177,1,0.185,0.053,4.43e-05,0.245,0.0928,141.889,266868,4
Arctic Monkeys,Why'd You Only Call Me When You're High?,garage rock,0.691,0.631,2,-6.478,1,0.0368,0.0483,1.13e-05,0.104,0.8,92.004,161124,4
Arctic Monkeys,Do I Wanna Know?,garage rock,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394,4
The Neighbourhood,Sweater Weather,modern alternative rock,0.612,0.807,10,-2.81,1,0.0336,0.0495,0.0177,0.101,0.398,124.053,240400,4
"ZetHa, Żabson, Olszakumpel",Polskie Ciężkie Trapisko,polish hip hop,0.743,0.539,1,-8.176,1,0.405,0.0481,0.0,0.0874,0.261,150.07,161761,4
Regard,Ride It,pop dance,0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,157606,4
Joji,SLOW DANCING IN THE DARK,viral pop,0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,209274,4
Tom Grennan,This is the Place,uk pop,0.646,0.617,0,-4.937,1,0.0349,0.323,0.0,0.0939,0.459,142.357,185613,4
Tom Grennan,Little Bit of Love,uk pop,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,226268,4
Yogi,Christian Bale - Instrumental Mix,,0.634,0.89,6,-5.655,1,0.0722,0.000921,0.688,0.106,0.281,157.992,206138,4
"Oki, Young Igi, Otsochodzi, OIO",Worki W Tłum,polish hip hop,0.934,0.576,1,-5.224,1,0.144,0.196,0.0,0.114,0.228,129.04,122791,4
"Ronnie Ferrari, MiłyPan",Ruskacz 2,polish hip hop,0.867,0.655,2,-7.258,1,0.2,0.391,0.0,0.0669,0.917,139.021,243453,4
Young Igi,Ambicje,polish hip hop,0.863,0.599,10,-5.761,1,0.0751,0.0721,0.0,0.0909,0.742,135.047,176000,4
"Lil Nigma, Diabeuu",Ostry Jak Przecinak,,0.862,0.538,11,-11.344,1,0.391,0.0302,0.0,0.451,0.876,154.092,134395,4
"Pusher, Oska030, Oil Beatz, @atutowy",Baba Hassan,polish drill,0.654,0.578,8,-10.342,1,0.73,0.673,0.0,0.143,0.555,164.993,113598,4
"Pabis, Jony, GUGU GANG, BAHsick",KUNG FU,polish trap,0.894,0.608,11,-8.916,1,0.265,0.112,0.0,0.135,0.857,152.942,149228,4
"Waima, Kejzer",LEGO,polish hip hop,0.769,0.422,2,-10.375,1,0.164,0.0791,2.67e-06,0.0965,0.604,81.982,176612,4
Masked Wolf,Astronaut In The Ocean,australian hip hop,0.778,0.695,4,-6.865,0,0.0913,0.175,0.0,0.15,0.472,149.996,132780,4
Glass Animals,Waterfalls Coming Out Your Mouth,gauze pop,0.649,0.553,11,-7.139,0,0.034,0.194,0.000553,0.178,0.322,149.004,161790,4
Glass Animals,Heat Waves,gauze pop,0.761,0.525,11,-6.9,1,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,238805,4
"Machine Gun Kelly, blackbear",my ex's best friend (with blackbear),ohio hip hop,0.731,0.675,5,-5.134,0,0.0434,0.00473,0.0,0.141,0.298,124.939,139461,4
blackbear,dirty laundry,pop,0.766,0.64,0,-8.899,1,0.0345,0.051,0.0,0.237,0.67,100.044,165600,4
"blackbear, Wiz Khalifa",cheers (with Wiz Khalifa),pop,0.795,0.642,9,-4.431,1,0.0288,0.0509,0.0,0.17,0.669,97.999,201010,4
"Maggie Andrew, blackbear",Sleep 4Ever (with blackbear),,0.715,0.667,11,-5.916,1,0.053,0.0808,5.15e-06,0.0822,0.496,145.021,162946,4
"UPSAHL, blackbear",Drugs (feat. blackbear),alt z,0.781,0.488,1,-7.152,0,0.43,0.439,0.0,0.28,0.457,153.872,177933,4
Fousheé,Deep End,indie r&b,0.711,0.592,4,-7.136,0,0.23,0.758,0.0,0.156,0.535,124.749,141224,4
Alan,"Lovesong, to nawet nie jest on",polish hip hop,0.593,0.282,5,-14.019,0,0.377,0.567,0.0,0.121,0.181,120.332,187642,5
Viki Gabor,Afera,polish pop,0.744,0.756,0,-5.571,0,0.0371,0.0223,0.0,0.144,0.897,124.992,175173,4
Michał Szczygieł,Spontan,polish pop,0.872,0.673,7,-8.291,1,0.0714,0.288,1.74e-06,0.0696,0.858,90.001,202667,4
MeoplleX,Trumpet Scene,,0.934,0.675,2,-9.994,1,0.07,0.00123,0.868,0.0339,0.22,127.997,286899,4
"Alberto, OLEK",Dwutakt,polish hip hop,0.481,0.58,5,-8.662,0,0.407,0.0848,0.000247,0.128,0.527,93.195,144000,4
"Szczyl, Agatka Mierzwa",Toast Toast,polish alternative rap,0.879,0.545,10,-9.316,0,0.549,0.105,2.74e-06,0.115,0.315,144.955,239586,4
Piotr Cartman,Berserk,polish alternative rap,0.689,0.804,8,-4.92,1,0.212,0.0325,4.1e-06,0.289,0.212,80.912,177785,4
Piotr Cartman,Dr. Hyde,polish alternative rap,0.718,0.725,10,-5.831,0,0.259,0.109,0.0,0.453,0.512,86.936,186379,4
"Olszakumpel, clearmind",Demo,polish hip hop,0.739,0.913,3,-4.697,0,0.443,0.344,0.0,0.144,0.29,140.26,128074,4
Piotr Cartman,Pod palcami,polish alternative rap,0.808,0.652,7,-4.119,1,0.349,0.127,0.0,0.129,0.501,143.899,188342,3
Twenty One Pilots,Smithereens,modern rock,0.764,0.548,6,-7.627,1,0.14,0.296,1.01e-05,0.0769,0.519,151.02,177040,4
